height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
194,91,France,69,77,Right,2024,32,24,66,65,27,39,33,29,46,62,51,55,51,59,39,61,72,57,91,23,77,66,29,39,43,58,62,67,60,13,5,13,14,13,24,1500000,summer,Ligue 1,2021,defender
183,78,Scotland,68,75,Right,2024,60,56,47,74,48,66,67,63,73,73,55,67,71,63,75,68,59,78,72,62,72,53,62,64,50,73,41,60,52,13,14,12,10,16,25,1500000,summer,Serie A,2021,midfielder
188,81,France,63,77,Right,2024,40,68,64,57,61,58,47,41,39,60,67,67,52,60,55,66,65,67,71,60,50,21,61,56,60,64,44,27,21,13,14,6,13,12,22,1500000,winter,Superliga,2021,attacker
177,70,Croatia,73,75,Right,2024,65,62,54,77,66,72,76,61,75,79,65,68,76,71,75,74,54,65,60,69,68,68,69,76,62,80,63,58,52,13,7,11,5,11,25,1500000,summer,Supersport Hnl,2021,midfielder
183,78,Portugal,73,77,Right,2024,66,60,64,75,57,74,73,64,73,73,69,66,76,73,65,74,67,90,77,66,83,75,68,71,65,73,71,74,73,11,8,8,15,8,24,1500000,summer,Super Lig,2021,midfielder
183,73,France,64,78,Right,2025,52,41,56,74,44,71,45,46,62,70,72,66,74,58,72,65,66,60,58,44,67,55,56,63,49,65,50,63,58,13,9,7,5,9,19,1500000,summer,1 Bundesliga,2021,midfielder
185,72,Serbia,72,81,Right,2025,54,42,51,74,36,55,66,55,70,73,55,68,61,65,60,68,68,79,77,57,75,64,48,76,53,73,70,73,68,5,6,8,9,14,22,1500000,winter,Laliga,2021,midfielder
164,60,Argentina,69,73,Right,2022,63,51,41,72,49,76,81,53,70,75,82,78,84,64,80,66,61,77,34,64,58,58,63,71,55,59,49,61,59,11,9,15,11,10,25,1500000,summer,Premier Liga,2022,midfielder
183,80,Germany,76,77,Right,2022,42,58,71,74,45,69,51,48,66,73,74,78,66,73,69,77,74,81,77,67,86,74,52,68,47,69,78,75,76,6,11,9,10,7,28,1500000,summer,1 Bundesliga,2022,midfielder
187,71,France,74,79,Right,2022,42,28,77,71,18,57,42,30,62,67,54,55,46,71,53,59,71,72,74,30,66,75,23,43,46,63,74,77,76,9,13,13,13,8,23,1500000,summer,Ligue 1,2022,defender
185,74,Poland,65,78,Right,2022,37,49,58,63,39,44,41,35,65,62,77,76,68,59,53,57,67,59,70,53,57,68,46,58,40,50,69,65,66,6,12,7,14,14,21,1500000,summer,Pko Bp Ekstraklasa,2022,defender
169,65,Czech Republic,73,78,Left,2022,67,55,59,75,50,70,67,65,68,72,75,72,75,70,84,65,78,83,73,66,78,72,60,63,61,69,69,70,71,7,15,9,15,10,23,1500000,summer,Eredivisie,2022,midfielder
184,78,Armenia,74,74,Right,2022,58,77,63,73,71,78,57,39,58,75,82,80,79,72,73,72,73,75,68,69,66,22,74,69,60,65,45,25,26,14,15,10,15,10,29,1500000,summer,1 Bundesliga,2022,attacker
178,72,Uruguay,72,80,Right,2026,62,64,56,73,47,78,55,67,70,75,78,66,84,72,79,72,64,89,58,71,81,58,68,70,64,63,60,65,62,7,7,9,5,12,22,1500000,summer,1 Bundesliga,2022,midfielder
170,62,Norway,66,76,Right,2025,56,58,45,66,56,72,62,60,58,72,82,75,92,54,92,58,49,81,48,58,44,32,64,68,52,66,30,32,32,8,13,13,14,12,22,1500000,winter,Allsvenskan,2022,attacker
177,75,Sweden,59,75,Right,2025,54,33,36,54,23,55,28,26,52,57,83,86,75,50,72,37,66,76,53,30,46,47,44,49,31,42,44,56,55,10,10,13,10,9,20,1500000,winter,Liga Portugal,2022,defender
188,80,Ghana,70,78,Right,2024,47,32,69,69,28,58,57,26,68,63,77,80,62,65,66,52,80,71,76,28,73,67,43,48,35,62,70,69,66,13,6,10,9,11,24,1500000,summer,Laliga,2022,defender
189,85,Netherlands,66,75,Right,2024,48,60,60,67,56,67,58,46,62,68,69,72,65,66,54,68,58,75,78,60,65,60,66,66,48,64,61,60,56,7,9,8,11,7,22,1500000,summer,Premier Liga Ukr,2022,midfielder
179,74,Sweden,62,74,Left,2024,58,30,50,64,40,52,55,35,62,50,72,60,57,52,61,40,60,77,59,42,56,60,57,46,40,46,56,59,58,12,6,13,9,14,20,1500000,summer,Ligue 1,2022,defender
193,90,Germany,68,73,Left,2024,59,69,76,63,63,57,42,28,48,59,53,61,45,67,42,75,59,75,87,57,74,38,70,55,55,63,39,42,38,6,13,14,11,10,23,1500000,summer,1 Bundesliga,2022,attacker
193,80,Spain,66,69,Right,2024,55,61,68,60,64,71,58,40,46,68,79,88,70,62,47,65,77,66,77,60,35,26,62,64,65,56,39,25,26,11,10,9,8,7,26,1500000,winter,Laliga,2022,attacker
184,79,Denmark,67,73,Right,2023,72,51,54,61,47,62,70,42,59,65,88,84,66,57,66,58,69,75,73,48,60,55,63,61,49,57,56,64,60,13,14,10,15,10,23,1500000,summer,Ligue 1,2022,defender
174,65,Cameroon,66,76,Left,2023,63,41,44,64,39,63,42,37,55,60,80,86,84,55,82,35,53,77,64,40,52,57,55,57,41,55,54,64,67,7,11,12,14,13,21,1500000,summer,Ligue 1,2022,defender
179,74,Belgium,70,81,Right,2023,68,57,66,72,58,70,69,67,72,73,71,68,77,67,77,71,80,82,68,68,82,68,54,70,58,68,61,69,62,14,14,13,11,7,21,1500000,winter,Scottish Premiership,2022,midfielder
192,92,Germany,71,71,Right,2023,51,73,75,57,67,60,44,41,50,64,62,76,55,72,48,73,76,74,92,60,82,30,74,53,66,69,15,30,13,6,14,13,8,12,31,1500000,summer,1 Bundesliga,2022,attacker
190,90,Turkey,63,77,Right,2023,36,24,58,48,30,40,28,27,34,45,64,60,52,54,50,42,70,61,74,28,66,61,28,31,43,45,65,67,66,14,8,13,8,8,19,1500000,summer,Liga Portugal,2022,defender
185,75,Norway,61,76,Right,2023,32,26,54,57,25,47,37,28,45,52,62,71,45,56,61,40,68,62,69,21,54,60,29,46,41,57,45,67,62,8,9,11,10,6,20,1480000,summer,Superliga,2021,defender
193,81,Denmark,62,72,Right,2021,52,53,62,59,43,62,39,52,56,65,73,78,63,55,56,66,68,68,83,52,57,51,55,58,42,61,56,65,58,16,8,10,14,10,23,1470000,summer,Superliga,2018,defender
184,76,Spain,64,69,Right,2021,66,66,49,62,48,69,42,38,48,69,64,68,69,60,68,52,64,33,60,54,39,16,66,64,39,63,38,15,18,5,15,15,6,13,25,1470000,summer,Liga Portugal,2021,attacker
180,80,Argentina,69,69,Right,2023,59,69,60,63,69,72,81,59,59,75,74,74,74,78,71,68,60,67,64,66,32,20,70,65,69,66,59,22,27,13,12,13,7,15,29,1460000,summer,Super League 1,2021,attacker
175,75,Netherlands,69,75,Right,2017,67,65,56,73,56,72,60,45,64,69,73,75,75,66,74,64,69,74,59,61,59,62,70,70,63,69,63,64,60,7,11,14,14,6,22,1450000,summer,Eredivisie,2015,midfielder
166,66,Ghana,69,79,Left,2021,61,64,36,64,61,77,63,49,59,78,81,67,92,61,93,48,82,74,48,55,34,51,59,65,45,72,42,40,37,13,13,10,15,13,22,1450000,summer,Allsvenskan,2017,midfielder
192,81,France,62,82,Right,2022,31,25,71,60,33,56,35,34,52,51,68,68,61,56,39,42,72,58,66,29,61,60,30,56,42,56,54,64,55,12,14,10,14,15,18,1450000,summer,Ligue 1,2018,defender
175,70,Italy,71,77,Left,2019,75,40,60,75,48,70,64,41,70,73,79,69,65,70,62,49,44,68,60,45,61,63,67,66,48,65,62,64,61,15,10,12,7,6,24,1450000,summer,Serie A,2019,defender
179,76,Spain,75,75,Left,2019,75,69,44,71,56,70,81,76,70,71,87,85,86,73,79,67,36,71,69,66,60,52,76,74,59,73,55,51,46,11,16,13,13,9,28,1450000,summer,Serie A,2019,attacker
168,57,Sweden,57,71,Right,2022,42,41,36,63,39,58,45,42,56,59,66,63,76,54,84,46,67,51,30,41,47,52,57,61,44,59,29,49,42,9,9,11,11,10,18,1450000,summer,Serie A,2021,midfielder
184,78,Poland,64,67,Left,2022,66,39,60,62,57,61,66,42,65,63,70,64,64,62,59,51,66,67,68,50,67,67,34,45,47,60,64,64,64,8,15,10,9,13,27,1450000,summer,Serie A,2022,midfielder
171,63,South Africa,73,80,Right,2021,65,69,54,64,59,76,71,67,48,72,89,85,89,72,93,73,46,66,34,64,32,23,72,62,68,73,39,31,31,10,6,7,9,7,24,1410000,summer,Superliga,2021,attacker
188,89,England,79,79,Left,2016,58,51,85,64,44,56,41,51,59,60,53,54,57,75,46,65,80,67,85,39,81,76,38,47,47,63,80,82,83,5,5,11,15,6,33,1400000,summer,Premier League,2015,defender
183,75,Germany,66,74,Right,2015,39,57,71,72,44,63,50,45,71,70,65,66,67,59,66,59,82,68,66,62,73,66,44,54,46,68,57,73,64,5,10,8,9,6,21,1400000,summer,1 Bundesliga,2015,midfielder
186,79,Senegal,62,69,Right,2021,56,62,55,52,45,65,42,41,51,63,81,80,76,48,63,68,49,75,66,53,33,24,65,50,58,66,20,29,31,10,8,6,14,13,22,1400000,summer,Serie A,2015,attacker
181,63,England,47,53,Right,2015,31,34,45,47,38,44,38,34,49,47,66,65,56,53,56,49,55,56,52,39,56,44,49,43,39,63,35,45,45,12,11,8,7,15,18,1400000,summer,Premier League,2015,defender
181,70,Jamaica,62,81,Left,2018,55,59,57,63,54,66,49,31,45,68,92,91,89,64,68,51,55,48,56,53,36,21,55,66,66,67,16,12,13,12,13,6,15,14,18,1400000,summer,Jupiler Pro League,2015,attacker
178,71,Italy,56,64,Right,2018,56,43,36,54,46,60,42,36,43,61,75,71,71,53,74,51,49,55,51,45,35,23,44,42,43,67,10,17,16,11,10,6,10,5,22,1400000,summer,Serie A,2016,attacker
186,82,Colombia,52,75,Right,2020,36,26,58,58,38,45,37,31,53,56,66,67,57,54,52,53,60,72,75,36,50,38,40,44,36,53,38,48,42,12,8,12,6,10,18,1400000,winter,Serie A,2016,midfielder
170,73,Argentina,72,72,Left,2019,78,61,55,65,68,77,84,78,70,78,82,84,83,72,80,83,76,83,59,75,75,63,66,60,74,63,65,69,68,11,7,10,13,8,28,1400000,summer,Super Lig,2016,defender
183,71,France,66,77,Right,2018,64,45,65,68,46,69,60,64,62,67,72,75,74,64,64,53,59,74,68,50,63,66,56,65,50,64,62,66,67,12,6,11,15,14,20,1400000,summer,Ligue 1,2017,midfielder
179,75,Norway,62,73,Right,2023,58,53,54,63,49,64,59,46,63,63,75,73,75,56,68,54,74,73,68,49,66,59,49,64,52,53,43,48,53,14,6,9,13,7,21,1400000,summer,Premier League,2017,midfielder
190,76,Slovakia,63,75,Right,2022,27,24,69,62,29,44,25,21,55,50,59,62,40,58,62,45,74,57,83,21,52,55,42,42,35,39,60,62,61,13,12,14,12,13,21,1400000,summer,Superliga,2017,defender
174,67,Nigeria,69,81,Right,2021,58,71,68,62,56,72,43,41,31,67,83,85,81,62,78,73,84,55,51,66,53,13,61,56,56,59,15,16,17,13,7,11,11,13,19,1400000,summer,Jupiler Pro League,2017,attacker
182,75,Italy,60,73,Right,2020,43,65,59,52,44,59,47,38,43,58,59,59,55,60,62,55,66,40,60,56,40,19,61,52,58,64,22,16,15,12,13,9,14,9,20,1400000,summer,Serie A,2017,attacker
185,80,France,77,77,Right,2019,60,78,76,68,70,73,66,51,60,72,74,77,75,77,64,76,83,66,74,74,59,48,81,71,76,76,23,24,21,9,10,15,14,12,31,1400000,summer,Ligue 1,2018,attacker
194,85,Poland,67,74,Left,2024,29,19,63,64,24,45,31,25,62,55,34,34,33,59,51,34,63,62,82,26,65,65,23,58,30,70,69,69,65,5,12,7,6,13,24,1400000,summer,Eredivisie,2020,defender
177,67,United States,69,75,Left,2023,66,54,42,73,52,73,66,60,71,73,73,59,76,66,81,58,56,74,51,51,54,57,68,69,61,67,63,57,59,11,14,12,7,10,24,1400000,summer,Laliga,2022,midfielder
183,77,Switzerland,65,72,Right,2017,57,64,64,45,65,65,46,33,41,64,69,76,65,61,62,63,80,60,74,56,29,16,66,59,56,66,19,19,17,13,9,6,12,16,20,1390000,summer,Super League,2017,attacker
196,86,Switzerland,65,74,Right,2023,26,67,73,51,57,59,41,34,31,61,52,57,45,62,43,65,69,77,88,54,60,24,67,53,57,54,62,26,27,11,14,13,14,15,24,1390000,summer,Super Lig,2020,attacker
185,80,Norway,70,74,Left,2019,67,31,57,65,40,68,62,49,60,69,68,79,70,71,58,61,57,83,73,43,70,70,47,69,41,62,70,74,67,12,15,11,10,7,25,1380000,summer,Serie A,2016,defender
175,68,France,65,77,Right,2020,64,58,54,67,53,67,65,53,65,64,75,73,88,57,80,58,61,58,59,56,56,38,59,62,55,59,24,49,47,11,11,9,10,5,20,1380000,summer,Serie A,2020,attacker
188,77,Turkey,78,78,Right,2020,68,82,72,66,77,69,66,75,60,62,83,81,72,81,48,85,66,67,77,73,85,33,86,62,79,65,20,29,26,14,15,11,8,12,33,1360000,winter,Super Lig,2018,attacker
187,86,Slovenia,70,76,Left,2018,65,25,63,64,37,56,48,26,61,66,66,65,57,60,62,44,74,65,80,30,66,68,59,22,44,63,72,72,70,8,9,11,15,10,23,1360000,summer,Serie A,2018,defender
173,72,Morocco,74,78,Left,2021,72,64,46,75,57,81,73,64,65,78,74,70,79,65,80,72,60,58,62,70,46,42,60,80,58,60,39,34,41,13,11,12,8,9,23,1350000,summer,Eredivisie,2016,midfielder
188,75,Belgium,67,70,Left,2018,74,48,55,70,66,68,80,74,75,71,66,68,53,60,60,68,68,70,65,70,44,49,60,65,70,66,50,56,54,12,13,13,14,7,25,1350000,summer,Ligue 1,2017,midfielder
170,59,DR Congo,71,72,Right,2020,71,52,38,65,64,78,68,57,54,73,88,83,90,68,89,60,88,70,41,54,39,28,63,64,54,69,18,29,24,11,10,9,10,15,27,1350000,summer,Jupiler Pro League,2018,attacker
183,77,Portugal,67,79,Left,2023,63,40,59,59,39,64,71,30,35,65,75,76,68,66,66,70,70,73,76,35,72,63,48,40,43,56,66,67,65,14,15,8,14,15,21,1350000,summer,Liga Portugal,2019,defender
181,72,Turkey,60,79,Left,2025,42,53,41,63,42,69,45,58,53,68,69,66,76,56,73,48,60,50,57,41,35,27,54,50,39,50,31,27,29,13,9,14,9,10,18,1350000,winter,1 Bundesliga,2021,attacker
180,71,Turkey,66,75,Right,2026,69,61,50,64,49,72,71,45,55,65,77,83,74,56,72,70,60,60,61,48,59,46,58,56,47,59,51,51,49,7,14,6,13,10,21,1350000,summer,Super Lig,2021,defender
188,78,Costa Rica,78,78,Left,2015,72,75,78,80,80,84,79,73,67,84,68,71,80,77,75,75,56,73,57,70,32,48,77,80,70,69,44,56,47,8,6,11,6,5,29,1320000,summer,Liga Portugal,2015,midfielder
175,72,Armenia,77,82,Left,2018,78,74,40,76,73,79,79,83,72,80,82,79,82,72,79,85,73,65,57,84,34,42,67,70,75,65,21,27,22,9,11,13,6,10,25,1300000,winter,Super Lig,2015,attacker
172,65,Togo,74,79,Right,2017,73,74,58,74,61,79,65,72,64,76,82,81,74,74,82,75,57,68,58,71,49,39,69,70,68,65,35,29,24,12,13,11,9,10,27,1300000,winter,Jupiler Pro League,2015,attacker
180,77,Paraguay,71,77,Right,2015,65,67,53,69,57,75,57,49,63,73,78,79,78,66,72,83,77,79,72,73,73,40,74,63,47,65,20,23,25,12,12,13,7,14,26,1300000,summer,Laliga,2015,attacker
185,76,Netherlands,68,74,Right,2015,61,52,68,66,49,67,48,45,62,72,65,68,60,69,66,70,88,86,74,55,76,67,65,72,58,68,58,65,63,13,14,6,11,11,24,1300000,summer,Serie A,2015,midfielder
189,78,Slovenia,71,74,Right,2016,67,53,63,75,59,67,59,53,73,73,59,55,61,69,50,69,75,76,69,66,71,69,63,73,57,68,61,71,67,9,9,9,14,4,25,1300000,summer,Laliga,2015,midfielder
173,71,Spain,76,79,Left,2016,76,61,62,66,57,85,74,62,64,83,92,83,89,75,94,66,52,72,33,57,66,44,70,57,75,67,31,48,25,9,10,10,8,9,27,1300000,summer,Serie A,2015,attacker
180,72,Croatia,71,71,Left,2019,70,33,45,66,39,69,71,55,68,68,82,79,72,67,68,70,71,80,73,56,74,66,58,48,33,59,70,70,73,6,11,11,13,9,27,1300000,summer,Super League 1,2015,defender
179,73,Switzerland,72,72,Right,2016,67,56,64,75,75,71,68,74,73,73,67,69,68,74,68,85,70,77,69,79,73,73,71,68,68,69,65,68,66,13,7,11,6,14,30,1300000,summer,Serie A,2016,midfielder
184,79,Brazil,66,73,Right,2016,35,26,68,52,29,41,29,27,46,45,59,63,52,54,57,43,82,59,73,27,67,64,33,31,41,63,67,69,68,7,10,14,7,11,23,1300000,summer,Ligue 1,2016,defender
182,83,Germany,77,80,Right,2016,78,65,67,79,73,77,73,61,74,79,63,65,67,80,62,82,77,87,77,75,82,81,74,74,74,68,75,79,70,6,14,16,10,14,26,1300000,summer,1 Bundesliga,2016,midfielder
192,76,England,58,65,Right,2018,11,14,11,32,14,13,11,12,35,24,50,45,29,52,45,36,59,32,52,14,36,17,13,19,22,47,15,15,14,60,58,47,60,58,24,1300000,summer,Premier League,2016,goalkeeper
193,86,Greece,75,80,Left,2019,69,48,79,83,60,69,71,65,79,79,54,60,50,73,50,77,78,78,84,73,75,69,59,79,60,68,58,76,76,10,14,12,15,11,25,1300000,summer,Serie A,2016,midfielder
182,76,Switzerland,67,75,Right,2018,62,64,52,66,49,61,65,50,61,67,81,83,72,71,70,72,61,66,67,64,61,47,74,69,58,66,49,54,39,6,10,8,9,12,23,1300000,summer,Super League,2016,attacker
187,83,France,64,72,Right,2018,43,20,59,54,25,54,34,33,46,59,52,54,61,55,65,44,79,64,74,27,67,60,39,34,36,63,64,64,69,11,15,13,10,10,23,1300000,winter,Jupiler Pro League,2016,defender
171,64,Argentina,66,78,Left,2016,62,48,47,68,50,77,66,59,60,73,81,73,83,55,81,49,62,58,35,55,47,33,61,63,57,69,33,35,36,9,14,15,14,16,21,1300000,summer,Liga Portugal,2016,midfielder
192,88,Croatia,71,81,Right,2018,52,71,62,70,60,77,50,74,71,81,61,62,67,62,34,71,55,65,91,61,58,11,65,72,81,65,18,24,14,11,15,9,14,10,22,1300000,winter,Serie A,2016,attacker
183,75,Nigeria,70,73,Right,2019,64,73,72,46,72,63,69,60,45,66,82,85,78,57,68,75,78,63,69,60,44,19,66,45,73,68,20,18,19,14,14,10,8,13,26,1300000,summer,Premier Liga,2016,attacker
186,75,Denmark,54,65,Right,2020,36,38,48,43,38,37,27,21,38,44,71,74,49,41,57,40,69,61,59,35,42,53,24,34,33,38,52,55,57,12,8,12,10,8,20,1300000,summer,Jupiler Pro League,2017,defender
185,74,Morocco,78,80,Right,2017,73,63,71,80,70,81,77,72,77,83,73,75,70,75,54,81,68,75,78,77,56,61,75,79,70,72,39,59,53,5,14,6,6,9,27,1300000,summer,Super League 1,2017,midfielder
163,63,Argentina,78,78,Left,2017,76,73,71,75,72,82,81,58,63,78,88,79,85,73,91,63,76,65,52,70,55,51,80,74,59,68,36,35,38,10,8,13,8,10,28,1300000,summer,Laliga,2017,attacker
186,78,Norway,63,71,Right,2019,30,25,62,45,31,34,28,29,37,41,51,54,43,59,51,36,70,63,72,18,59,63,27,29,36,41,62,67,62,7,10,7,13,13,23,1300000,winter,Jupiler Pro League,2017,defender
174,70,France,71,72,Right,2021,67,55,62,73,57,65,66,68,70,67,68,63,75,68,82,72,74,90,70,68,75,65,67,74,72,66,62,64,63,10,12,15,10,8,28,1300000,winter,Super League 1,2017,midfielder
184,80,Argentina,75,78,Left,2020,66,75,63,68,80,72,68,66,62,73,78,81,73,73,68,81,80,80,83,69,80,48,70,68,68,78,31,30,28,14,14,6,12,10,26,1300000,summer,Super League 1,2017,attacker
178,74,DR Congo,72,75,Right,2020,66,73,73,66,68,72,66,46,54,71,85,83,74,71,74,72,80,81,73,66,67,25,71,66,65,69,20,53,32,12,12,7,8,8,25,1300000,summer,Premier League,2017,attacker
184,81,Serbia,76,76,Right,2018,70,22,68,64,25,62,31,37,66,68,69,71,66,70,66,70,74,72,78,41,80,76,56,46,41,67,76,80,80,8,12,15,12,5,30,1300000,summer,Serie A,2018,defender
175,76,Germany,75,75,Right,2020,68,63,59,78,59,73,70,71,74,75,76,65,75,72,84,72,83,89,76,69,83,68,65,74,62,72,69,69,73,8,9,9,16,9,30,1300000,summer,1 Bundesliga,2018,midfielder
178,69,Italy,71,75,Right,2018,54,62,52,72,50,70,53,55,69,74,75,74,64,64,71,59,73,92,57,60,66,58,68,71,52,73,53,65,60,10,13,7,14,7,26,1300000,summer,Serie A,2018,midfielder
178,68,Sweden,66,75,Right,2020,64,42,39,66,46,62,67,41,59,66,82,81,75,58,74,54,58,80,57,40,68,62,49,51,45,62,62,60,63,7,13,6,13,13,21,1300000,summer,Superliga,2018,defender
189,76,Serbia,65,72,Left,2021,35,64,58,58,58,63,43,26,32,67,63,68,63,55,54,69,63,70,81,57,42,22,63,52,64,63,13,17,10,12,12,8,12,10,24,1300000,summer,Bundesliga,2018,attacker
190,90,Croatia,69,73,Right,2021,51,32,71,60,46,53,52,40,64,61,66,55,36,67,37,68,48,67,90,58,65,67,36,37,42,64,66,68,70,6,5,14,7,9,23,1300000,summer,Bundesliga,2018,defender
179,71,Switzerland,58,82,Left,2021,30,63,58,44,35,47,39,28,32,58,66,70,75,51,78,55,67,71,67,53,38,12,54,42,66,45,36,16,12,11,13,12,14,8,17,1300000,summer,Super League,2018,attacker
186,75,Norway,57,77,Right,2020,44,33,46,64,36,54,48,38,56,56,64,62,58,52,65,53,55,57,65,41,59,60,50,53,43,56,51,49,50,7,10,10,11,5,20,1300000,summer,Superliga,2019,midfielder
176,71,Spain,74,79,Right,2019,75,68,54,79,59,76,80,59,69,75,72,68,78,68,79,68,74,77,56,69,52,51,69,71,59,68,60,47,34,12,7,16,7,7,25,1300000,summer,Laliga,2019,attacker
190,80,Portugal,73,74,Right,2021,32,24,68,59,33,35,30,26,42,64,56,56,45,70,47,47,74,65,79,24,78,73,24,31,47,70,70,76,69,13,10,13,10,12,28,1300000,summer,Super Lig,2019,defender
180,75,Serbia,70,79,Right,2020,64,70,66,63,65,68,54,36,38,65,75,77,70,65,66,69,69,70,72,62,70,17,71,55,73,60,70,19,18,11,11,10,13,5,21,1300000,summer,Laliga,2019,attacker
173,58,Portugal,66,79,Right,2024,48,55,34,66,58,68,70,67,65,67,65,66,73,63,78,72,43,66,31,61,37,34,62,69,56,71,18,48,47,15,11,15,7,8,21,1300000,summer,Liga Portugal,2019,attacker
175,65,Belgium,65,82,Left,2022,56,64,45,62,55,76,58,49,48,69,81,81,81,56,86,64,74,44,40,58,33,25,59,54,57,49,67,36,28,6,8,13,12,10,17,1300000,summer,Jupiler Pro League,2019,attacker
183,76,Poland,68,73,Right,2024,40,56,49,67,58,61,58,42,63,66,70,65,64,68,64,66,39,86,68,62,82,60,55,62,48,62,27,66,63,15,14,16,14,10,25,1300000,summer,Super League 1,2020,midfielder
186,70,Denmark,58,75,Left,2023,28,23,52,54,22,31,21,24,50,53,41,61,50,50,61,35,72,59,63,22,49,54,23,27,32,51,53,59,56,9,13,6,11,7,19,1300000,summer,1 Bundesliga,2020,defender
189,88,France,76,82,Left,2022,21,13,15,25,14,23,19,15,28,22,57,54,55,68,33,51,57,25,67,16,27,14,9,40,22,37,71,18,20,77,72,68,75,79,24,1300000,summer,Jupiler Pro League,2020,goalkeeper
175,70,Netherlands,72,74,Right,2021,79,60,63,72,63,78,76,69,73,73,73,72,76,67,76,75,78,74,57,64,62,58,60,75,74,72,78,58,52,10,12,13,11,10,26,1300000,summer,Eredivisie,2020,midfielder
183,74,Germany,71,75,Right,2020,72,55,59,75,39,70,63,35,69,73,61,64,63,73,65,75,64,76,59,61,70,70,58,68,49,63,72,71,68,13,11,10,11,8,24,1300000,summer,1 Bundesliga,2020,defender
169,65,Argentina,69,78,Left,2020,68,65,34,67,66,72,65,55,55,70,78,67,83,66,90,60,34,73,30,63,33,21,62,65,54,61,69,25,20,5,6,13,6,15,24,1300000,summer,Super League 1,2020,attacker
189,78,Brazil,66,73,Right,2022,43,39,65,59,39,50,41,39,62,57,75,71,70,59,65,64,87,64,71,42,68,64,47,39,47,47,31,67,66,10,11,11,9,8,19,1300000,summer,Liga Portugal,2021,defender
196,92,Turkey,77,77,Right,2023,15,15,14,27,16,15,16,16,28,25,55,57,53,68,50,61,74,39,71,15,35,25,15,51,16,56,30,13,12,73,72,81,80,82,32,1300000,summer,Super Lig,2021,goalkeeper
189,75,France,71,82,Left,2023,54,68,69,70,64,70,57,44,62,71,78,74,77,68,75,71,77,74,81,66,78,63,71,69,50,68,65,65,63,5,6,14,11,15,23,1300000,summer,Laliga,2021,midfielder
176,70,Kosovo,69,79,Right,2025,60,69,41,60,64,71,67,42,56,68,92,94,82,62,86,71,78,70,59,63,67,32,71,52,65,66,36,34,27,9,6,10,11,7,22,1300000,summer,Pko Bp Ekstraklasa,2021,attacker
186,81,Germany,70,79,Right,2025,54,70,61,67,64,73,47,34,48,74,87,79,70,71,68,73,65,72,72,61,63,14,70,64,63,66,22,15,23,10,9,6,7,8,23,1300000,summer,Eredivisie,2022,attacker
185,81,Sweden,68,73,Right,2025,57,48,44,76,38,70,54,42,70,74,64,60,61,60,71,53,33,81,73,55,63,54,55,69,44,72,58,55,54,10,13,10,6,8,24,1300000,summer,Eredivisie,2022,midfielder
192,79,Austria,69,75,Right,2024,52,69,64,64,66,72,58,52,56,70,67,69,71,69,60,69,64,58,74,58,57,21,73,62,65,64,14,20,16,5,9,7,12,7,24,1300000,summer,Bundesliga,2022,attacker
187,82,Poland,68,73,Right,2023,33,36,71,62,32,34,29,24,49,58,58,66,65,64,56,38,88,68,77,19,72,67,41,40,39,72,64,69,65,15,12,13,16,9,25,1300000,summer,Ligue 1,2022,defender
179,69,France,66,82,Right,2025,56,31,68,68,31,54,54,44,54,60,72,70,55,60,72,45,74,60,61,32,59,63,47,49,49,63,67,69,66,12,5,13,9,11,20,1290000,summer,Serie A,2020,defender
178,73,Jamaica,73,78,Left,2018,62,36,64,62,41,68,66,65,52,69,88,87,81,68,71,61,81,83,73,43,76,69,59,46,33,59,69,72,72,14,7,13,9,9,27,1280000,winter,Jupiler Pro League,2019,defender
178,70,Japan,69,72,Right,2023,65,59,52,71,50,69,59,56,68,71,75,79,71,66,67,65,64,74,68,66,61,68,64,71,48,63,59,67,62,5,10,14,15,8,25,1270000,summer,Super League,2021,midfielder
183,69,Norway,64,76,Right,2026,54,51,47,66,45,65,52,46,64,65,72,66,65,64,68,55,51,68,54,48,52,65,63,62,47,58,58,64,60,12,13,7,11,7,20,1270000,winter,Premier Liga,2021,midfielder
185,73,Austria,65,74,Right,2015,25,25,25,23,25,25,25,25,24,25,40,47,65,50,64,31,66,30,64,25,24,21,25,25,31,47,25,25,25,71,64,55,64,68,22,1250000,summer,Bundesliga,2015,goalkeeper
186,82,Italy,59,74,Right,2020,42,52,49,65,46,49,57,38,63,65,58,66,57,63,62,59,55,66,69,64,50,39,49,58,49,69,47,42,40,12,7,10,13,11,19,1250000,summer,Serie A,2015,midfielder
